league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
FRA-Ligue 1,1819,Lille,Luiz Araújo,BRA,MF,22,1996,25,6,781,8.7,3,2,5,3,0,0,2,1,0.35,0.23,0.58,0.35,0.58
FRA-Ligue 1,1819,Lille,Mike Maignan,FRA,GK,23,1995,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lille,Nicolas Pépé,CIV,MF,23,1995,38,37,3324,36.9,22,11,33,13,9,10,1,0,0.6,0.3,0.89,0.35,0.65
FRA-Ligue 1,1819,Lille,Rafael Leão,POR,FW,19,1999,24,16,1287,14.3,8,3,11,8,0,0,3,0,0.56,0.21,0.77,0.56,0.77
FRA-Ligue 1,1819,Lille,Reinildo Mandava,MOZ,DF,24,1994,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lille,Rui Fonte,POR,FW,28,1990,18,5,627,7.0,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,1819,Lille,Thiago Maia,BRA,MF,21,1997,24,10,1021,11.3,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,1819,Lille,Thiago Mendes,BRA,MF,26,1992,35,35,3074,34.2,0,5,5,0,0,0,10,0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,1819,Lille,Xeka,POR,MF,23,1994,27,26,2260,25.1,2,0,2,2,0,0,10,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,1819,Lille,Yassine Benzia,ALG,MF,23,1994,2,2,160,1.8,0,1,1,0,0,0,0,0,0.0,0.56,0.56,0.0,0.56
FRA-Ligue 1,1819,Lille,Youssouf Koné,MLI,DF,23,1995,20,19,1709,19.0,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,1819,Lille,Zeki Çelik,TUR,DF,21,1997,34,34,2971,33.0,1,5,6,1,0,0,5,1,0.03,0.15,0.18,0.03,0.18
FRA-Ligue 1,1819,Lyon,Anthony Lopes,POR,GK,27,1990,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Bertrand Traoré,BFA,"MF,FW",22,1995,34,24,2117,23.5,7,2,9,7,0,0,5,0,0.3,0.09,0.38,0.3,0.38
FRA-Ligue 1,1819,Lyon,Ferland Mendy,FRA,"DF,MF",23,1995,30,27,2531,28.1,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11
FRA-Ligue 1,1819,Lyon,Fernando Marçal,BRA,DF,29,1989,12,12,878,9.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Houssem Aouar,ALG,MF,20,1998,37,35,3061,34.0,7,7,14,7,0,0,2,0,0.21,0.21,0.41,0.21,0.41
FRA-Ligue 1,1819,Lyon,Jason Denayer,BEL,DF,23,1995,31,31,2754,30.6,2,0,2,2,0,0,2,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,1819,Lyon,Jordan Ferri,FRA,MF,26,1992,4,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Jérémy Morel,MAD,DF,34,1984,12,12,1064,11.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Kenny Tete,NED,"MF,DF",22,1995,13,12,1048,11.6,0,3,3,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26
FRA-Ligue 1,1819,Lyon,Lenny Pintor,FRA,MF,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Leo Dubois,FRA,DF,23,1994,25,21,2044,22.7,1,6,7,1,0,0,2,0,0.04,0.26,0.31,0.04,0.31
FRA-Ligue 1,1819,Lyon,Lucas Tousart,FRA,MF,21,1997,30,20,1727,19.2,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Marcelo,BRA,DF,31,1987,33,33,2878,32.0,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,1819,Lyon,Mariano,DOM,FW,24,1993,3,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Martin Terrier,FRA,"MF,FW",21,1997,32,16,1486,16.5,9,0,9,9,0,0,2,0,0.55,0.0,0.55,0.55,0.55
FRA-Ligue 1,1819,Lyon,Mathieu Gorgelin,FRA,GK,27,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Maxwel Cornet,CIV,"MF,FW",21,1996,27,12,1281,14.2,7,5,12,7,0,0,2,0,0.49,0.35,0.84,0.49,0.84
FRA-Ligue 1,1819,Lyon,Memphis,NED,"FW,MF",24,1994,36,29,2737,30.4,10,10,20,10,0,2,5,0,0.33,0.33,0.66,0.33,0.66
FRA-Ligue 1,1819,Lyon,Moussa Dembélé,FRA,FW,22,1996,33,21,2016,22.4,15,4,19,14,1,2,1,0,0.67,0.18,0.85,0.62,0.8
FRA-Ligue 1,1819,Lyon,Nabil Fekir,FRA,MF,25,1993,29,24,1988,22.1,9,7,16,5,4,6,5,0,0.41,0.32,0.72,0.23,0.54
FRA-Ligue 1,1819,Lyon,Oumar Solet,FRA,DF,18,2000,1,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Pape Cheikh Diop,SEN,MF,20,1997,12,5,454,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Lyon,Rafael,BRA,DF,28,1990,18,11,1023,11.4,0,1,1,0,0,0,4,1,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,1819,Lyon,Tanguy Ndombele,FRA,MF,21,1996,34,31,2690,29.9,1,7,8,1,0,0,3,0,0.03,0.23,0.27,0.03,0.27
FRA-Ligue 1,1819,Lyon,Yassin Fekir,FRA,FW,21,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Adil Rami,FRA,DF,32,1985,16,16,1412,15.7,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13
FRA-Ligue 1,1819,Marseille,Boubacar Kamara,FRA,DF,18,1999,31,27,2411,26.8,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,1819,Marseille,Bouna Sarr,SEN,"DF,MF",26,1992,29,25,2242,24.9,1,1,2,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08
FRA-Ligue 1,1819,Marseille,Christopher Rocchia,FRA,DF,20,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Clinton N'Jie,CMR,"FW,MF",24,1993,17,3,364,4.0,3,2,5,3,0,0,0,0,0.74,0.49,1.24,0.74,1.24
FRA-Ligue 1,1819,Marseille,Dimitri Payet,FRA,"MF,FW",31,1987,31,23,1904,21.2,4,6,10,2,2,3,3,0,0.19,0.28,0.47,0.09,0.38
FRA-Ligue 1,1819,Marseille,Duje Ćaleta-Car,CRO,DF,21,1996,20,17,1547,17.2,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Florian Thauvin,FRA,"MF,FW",25,1993,33,30,2613,29.0,16,8,24,14,2,2,5,1,0.55,0.28,0.83,0.48,0.76
FRA-Ligue 1,1819,Marseille,Grégory Sertic,FRA,MF,28,1989,4,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Hiroki Sakai,JPN,DF,28,1990,27,26,2374,26.4,1,4,5,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19
FRA-Ligue 1,1819,Marseille,Jordan Amavi,FRA,DF,24,1994,28,24,2177,24.2,0,2,2,0,0,0,7,2,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,1819,Marseille,Kevin Strootman,NED,MF,28,1990,28,21,1942,21.6,1,5,6,1,0,0,7,0,0.05,0.23,0.28,0.05,0.28
FRA-Ligue 1,1819,Marseille,Kostas Mitroglou,GRE,FW,30,1988,14,7,580,6.4,3,0,3,3,0,0,0,0,0.47,0.0,0.47,0.47,0.47
FRA-Ligue 1,1819,Marseille,Lucas Ocampos,ARG,"MF,FW",24,1994,34,31,2708,30.1,4,8,12,4,0,0,11,0,0.13,0.27,0.4,0.13,0.4
FRA-Ligue 1,1819,Marseille,Luiz Gustavo,BRA,"MF,DF",31,1987,30,26,2436,27.1,2,0,2,2,0,0,8,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,1819,Marseille,Mario Balotelli,ITA,FW,27,1990,15,12,933,10.4,8,0,8,8,0,0,5,1,0.77,0.0,0.77,0.77,0.77
FRA-Ligue 1,1819,Marseille,Maxime Lopez,FRA,MF,20,1997,32,25,2180,24.2,1,3,4,1,0,0,4,0,0.04,0.12,0.17,0.04,0.17
FRA-Ligue 1,1819,Marseille,Morgan Sanson,FRA,MF,23,1994,33,27,2403,26.7,5,3,8,5,0,0,9,0,0.19,0.11,0.3,0.19,0.3
FRA-Ligue 1,1819,Marseille,Nemanja Radonjić,SRB,"MF,FW",22,1996,17,7,681,7.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Rolando,POR,DF,32,1985,10,9,804,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Steve Mandanda,FRA,GK,33,1985,31,31,2735,30.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Tomáš Hubočan,SVK,DF,32,1985,2,0,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Marseille,Valère Germain,FRA,FW,28,1990,36,23,2170,24.1,8,2,10,8,0,0,1,0,0.33,0.08,0.41,0.33,0.41
FRA-Ligue 1,1819,Marseille,Yohann Pelé,FRA,GK,35,1982,9,7,682,7.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Adama Traoré,MLI,"MF,FW",23,1995,6,3,240,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37
FRA-Ligue 1,1819,Monaco,Adrien Silva,POR,MF,29,1989,15,13,1184,13.2,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Aleksandr Golovin,RUS,"MF,FW",22,1996,30,27,2290,25.4,3,3,6,3,0,0,7,1,0.12,0.12,0.24,0.12,0.24
FRA-Ligue 1,1819,Monaco,Almamy Touré,MLI,DF,22,1996,4,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Andrea Raggi,ITA,"DF,MF",34,1984,6,6,494,5.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Antonio Barreca,ITA,DF,23,1995,7,7,593,6.6,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,1819,Monaco,Benjamin Henrichs,GER,"DF,MF",21,1997,22,21,1824,20.3,1,2,3,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,1819,Monaco,Benoît Badiashile,FRA,DF,17,2001,20,20,1762,19.6,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,1819,Monaco,Carlos Vinícius,BRA,FW,23,1995,16,3,523,5.8,2,1,3,2,0,0,3,0,0.34,0.17,0.52,0.34,0.52
FRA-Ligue 1,1819,Monaco,Cesc Fàbregas,ESP,MF,31,1987,13,12,966,10.7,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,1819,Monaco,Danijel Subašić,CRO,GK,33,1984,14,14,1136,12.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Diego Benaglio,SUI,GK,34,1983,23,22,2058,22.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Djibril Sidibé,FRA,"DF,MF",26,1992,26,22,2076,23.1,0,2,2,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,1819,Monaco,Fodé Ballo-Touré,SEN,"DF,MF",21,1997,18,18,1594,17.7,0,3,3,0,0,0,4,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,1819,Monaco,Gelson Martins,POR,MF,23,1995,16,16,1389,15.4,4,2,6,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39
FRA-Ligue 1,1819,Monaco,Georges-Kévin N'Koudou,CMR,"FW,MF",23,1995,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Giulian Biancone,FRA,DF,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Han-Noah Massengo,FRA,MF,17,2001,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Jean-Eudes Aholou,CIV,MF,24,1994,17,12,1075,11.9,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,1819,Monaco,Jemerson,BRA,"DF,MF",25,1992,25,25,2224,24.7,0,1,1,0,0,0,9,1,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,1819,Monaco,Jordi Mboula,ESP,MF,19,1999,7,3,276,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Julien Serrano,FRA,MF,20,1998,3,1,119,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Kamil Glik,POL,DF,30,1988,33,33,2970,33.0,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,1819,Monaco,Kévin N'Doram,FRA,DF,22,1996,4,2,195,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Moussa Sylla,MLI,"FW,MF",18,1999,18,7,769,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Nacer Chadli,BEL,MF,28,1989,16,9,691,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Naldo,BRA,DF,35,1982,7,5,301,3.3,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Pelé,GNB,MF,26,1991,8,4,469,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Pietro Pellegri,ITA,FW,17,2001,3,0,82,0.9,1,0,1,1,0,0,1,0,1.1,0.0,1.1,1.1,1.1
FRA-Ligue 1,1819,Monaco,Radamel Falcao,COL,FW,32,1986,33,29,2557,28.4,15,2,17,12,3,4,10,0,0.53,0.07,0.6,0.42,0.49
FRA-Ligue 1,1819,Monaco,Romain Faivre,FRA,MF,20,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Ronaël Pierre-Gabriel,FRA,DF,20,1998,4,4,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Rony Lopes,POR,"MF,FW",22,1995,24,22,1849,20.5,2,2,4,2,0,0,1,0,0.1,0.1,0.19,0.1,0.19
FRA-Ligue 1,1819,Monaco,Samuel Grandsir,FRA,MF,21,1996,12,4,469,5.2,0,1,1,0,0,0,1,1,0.0,0.19,0.19,0.0,0.19
FRA-Ligue 1,1819,Monaco,Seydou Sy,SEN,GK,22,1995,3,2,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Sofiane Diop,MAR,"MF,FW",18,2000,13,9,741,8.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Stevan Jovetić,MNE,"MF,FW",28,1989,8,4,399,4.4,2,0,2,2,0,0,1,0,0.45,0.0,0.45,0.45,0.45
FRA-Ligue 1,1819,Monaco,Willem Geubbels,FRA,FW,16,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,William Vainqueur,FRA,MF,29,1988,3,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Wilson Isidor,HAI,"FW,MF",17,2000,1,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Monaco,Youri Tielemans,BEL,MF,21,1997,20,20,1680,18.7,5,1,6,4,1,1,5,0,0.27,0.05,0.32,0.21,0.27
FRA-Ligue 1,1819,Monaco,Youssef Aït Bennasser,MAR,MF,22,1996,13,12,1073,11.9,0,2,2,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17
FRA-Ligue 1,1819,Montpellier,Ambroise Oyongo,CMR,MF,27,1991,26,25,2136,23.7,2,0,2,2,0,0,5,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,1819,Montpellier,Andy Delort,ALG,FW,26,1991,36,36,3115,34.6,14,7,21,11,3,3,4,0,0.4,0.2,0.61,0.32,0.52
FRA-Ligue 1,1819,Montpellier,Benjamin Lecomte,FRA,GK,27,1991,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Bilal Boutobba,FRA,"FW,MF",19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Damien Le Tallec,FRA,MF,28,1990,36,31,2805,31.2,3,0,3,3,0,0,3,0,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,1819,Montpellier,Daniel Congré,FRA,DF,33,1985,37,37,3292,36.6,2,2,4,2,0,0,5,1,0.05,0.05,0.11,0.05,0.11
FRA-Ligue 1,1819,Montpellier,Dimitry Bertaud,COD,GK,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Ellyes Skhiri,TUN,MF,23,1995,37,35,3090,34.3,3,2,5,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15
FRA-Ligue 1,1819,Montpellier,Facundo Píriz,URU,MF,28,1990,6,0,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Florent Mollet,FRA,MF,26,1991,32,31,2564,28.5,6,4,10,6,0,0,6,1,0.21,0.14,0.35,0.21,0.35
FRA-Ligue 1,1819,Montpellier,Gaëtan Laborde,FRA,"FW,MF",24,1994,36,35,2895,32.2,11,4,15,11,0,0,1,1,0.34,0.12,0.47,0.34,0.47
FRA-Ligue 1,1819,Montpellier,Giovanni Sio,CIV,FW,29,1989,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Junior Sambia,FRA,"MF,FW",21,1996,30,7,926,10.3,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,1819,Montpellier,Keagan Dolly,RSA,FW,25,1993,3,2,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Mathías Suárez,URU,MF,22,1996,10,7,550,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Mihailo Ristić,SRB,MF,22,1995,10,3,326,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28
FRA-Ligue 1,1819,Montpellier,Morgan Poaty,CGO,MF,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Montpellier,Nicolas Cozza,FRA,DF,19,1999,12,11,984,10.9,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,1819,Montpellier,Paul Lasne,FRA,MF,29,1989,35,18,1789,19.9,2,0,2,2,0,0,5,0,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,1819,Montpellier,Pedro Mendes,POR,DF,27,1990,31,31,2667,29.6,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,1819,Montpellier,Petar Škuletić,SRB,FW,28,1990,28,4,603,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3
FRA-Ligue 1,1819,Montpellier,Ruben Aguilar,FRA,MF,25,1993,29,29,2528,28.1,1,4,5,1,0,0,8,0,0.04,0.14,0.18,0.04,0.18
FRA-Ligue 1,1819,Montpellier,Souleymane Camara,SEN,FW,35,1982,12,0,137,1.5,3,0,3,3,0,0,0,0,1.97,0.0,1.97,1.97,1.97
FRA-Ligue 1,1819,Montpellier,Vitorino Hilton,BRA,DF,40,1977,36,36,3232,35.9,0,2,2,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,1819,Montpellier,Yanis Ammour,FRA,FW,19,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Abdoulaye Dabo,FRA,"MF,FW",17,2001,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Abdoulaye Touré,GUI,MF,24,1994,34,30,2749,30.5,3,1,4,3,0,0,4,1,0.1,0.03,0.13,0.1,0.13
FRA-Ligue 1,1819,Nantes,Abdul Majeed Waris,GHA,"FW,MF",26,1991,33,25,2246,25.0,5,3,8,4,1,1,3,0,0.2,0.12,0.32,0.16,0.28
FRA-Ligue 1,1819,Nantes,Alexandre Olliero,FRA,GK,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Alexis Alegue,FRA,"FW,MF",21,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Andrei Girotto,BRA,MF,26,1992,20,18,1475,16.4,2,0,2,2,0,0,6,3,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,1819,Nantes,Anthony Limbombe,BEL,"FW,MF",24,1994,29,12,1237,13.7,1,1,2,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15
FRA-Ligue 1,1819,Nantes,Anthony Walongwa,,DF,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Antonio Mance,CRO,FW,22,1995,5,0,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Charles Traore,MLI,"DF,MF",26,1992,13,13,1163,12.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Ciprian Tătărușanu,ROU,GK,32,1986,27,27,2390,26.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Diego Carlos,BRA,DF,25,1993,35,35,3148,35.0,2,0,2,2,0,0,8,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,1819,Nantes,Edgar Ié,GNB,DF,24,1994,9,9,776,8.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Elie Youan,FRA,"FW,MF",19,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Emiliano Sala,ARG,FW,27,1990,19,16,1369,15.2,12,2,14,10,2,2,0,0,0.79,0.13,0.92,0.66,0.79
FRA-Ligue 1,1819,Nantes,Enock Kwateng,FRA,"DF,MF",21,1997,30,22,2040,22.7,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,1819,Nantes,Fábio,BRA,"DF,MF",28,1990,20,15,1276,14.2,0,2,2,0,0,0,4,1,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,1819,Nantes,Gabriel Boschilia,BRA,"FW,MF",22,1996,29,14,1319,14.7,4,4,8,4,0,0,1,0,0.27,0.27,0.55,0.27,0.55
FRA-Ligue 1,1819,Nantes,Imran Louza,MAR,MF,19,1999,1,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Kalifa Coulibaly,MLI,FW,26,1991,32,19,1751,19.5,8,2,10,7,1,1,6,1,0.41,0.1,0.51,0.36,0.46
FRA-Ligue 1,1819,Nantes,Kara Mbodji,SEN,DF,28,1989,6,6,506,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Koffi Djidji,CIV,DF,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Lucas Evangelista,BRA,"MF,FW",23,1995,14,9,720,8.0,1,0,1,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12
FRA-Ligue 1,1819,Nantes,Lucas Lima,BRA,"DF,MF",26,1991,31,28,2496,27.7,0,4,4,0,0,0,6,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,1819,Nantes,Matt Miazga,USA,DF,23,1995,8,8,720,8.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Maxime Dupé,FRA,GK,25,1993,11,10,940,10.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Nicolas Pallois,FRA,DF,30,1987,24,24,2160,24.0,2,0,2,2,0,0,8,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,1819,Nantes,Randal Kolo Muani,FRA,FW,19,1998,6,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,1819,Nantes,Rene Krhin,SVN,MF,28,1990,16,12,1057,11.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
