league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes
FRA-Ligue 1,2223,Paris Saint-Germain,2023-03-11 Brest-Paris Saint-Germain,2023-03-11,21:00:00,Matchweek 27,Sat,Away,W,2,1,Brest,61,14935,Kylian Mbappé,4-2-2-2,4-1-4-1,Marc Bollengier,/en/matches/8acaf948/Brest-Paris-Saint-Germain-March-11-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-03-19 Paris Saint-Germain-Rennes,2023-03-19,17:05:00,Matchweek 28,Sun,Home,L,0,2,Rennes,60,47000,Kylian Mbappé,3-5-2,5-4-1,Willy Delajod,/en/matches/9acfad51/Paris-Saint-Germain-Rennes-March-19-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-04-02 Paris Saint-Germain-Lyon,2023-04-02,20:45:00,Matchweek 29,Sun,Home,L,0,1,Lyon,62,47000,Marquinhos,3-5-2,3-4-1-2,François Letexier,/en/matches/37a61135/Paris-Saint-Germain-Lyon-April-2-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-04-08 Nice-Paris Saint-Germain,2023-04-08,21:00:00,Matchweek 30,Sat,Away,W,2,0,Nice,55,34456,Marquinhos,3-5-2,5-4-1,Jérémie Pignard,/en/matches/2b92011d/Nice-Paris-Saint-Germain-April-8-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-04-15 Paris Saint-Germain-Lens,2023-04-15,21:00:00,Matchweek 31,Sat,Home,W,3,1,Lens,62,47120,Marquinhos,3-5-2,3-4-3,Willy Delajod,/en/matches/268e5460/Paris-Saint-Germain-Lens-April-15-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-04-21 Angers-Paris Saint-Germain,2023-04-21,21:00:00,Matchweek 32,Fri,Away,W,2,1,Angers,66,16914,Marquinhos,3-5-2,5-3-2,Eric Wattellier,/en/matches/e7e8dc1c/Angers-Paris-Saint-Germain-April-21-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-04-30 Paris Saint-Germain-Lorient,2023-04-30,17:05:00,Matchweek 33,Sun,Home,L,1,3,Lorient,54,41454,Marquinhos,4-4-2,3-4-3,Jérôme Brisard,/en/matches/ca98474e/Paris-Saint-Germain-Lorient-April-30-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-05-07 Troyes-Paris Saint-Germain,2023-05-07,20:45:00,Matchweek 34,Sun,Away,W,3,1,Troyes,61,18890,Marquinhos,3-5-2,3-4-3,Ruddy Buquet,/en/matches/f9e55cdf/Troyes-Paris-Saint-Germain-May-7-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-05-13 Paris Saint-Germain-Ajaccio,2023-05-13,21:00:00,Matchweek 35,Sat,Home,W,5,0,Ajaccio,73,47926,Marquinhos,3-4-3,4-3-3,Pierre Gaillouste,/en/matches/fdd73200/Paris-Saint-Germain-Ajaccio-May-13-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-05-21 Auxerre-Paris Saint-Germain,2023-05-21,20:45:00,Matchweek 36,Sun,Away,W,2,1,Auxerre,63,16682,Marquinhos,3-4-3,5-4-1,Benoît Bastien,/en/matches/bd6c4cac/Auxerre-Paris-Saint-Germain-May-21-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-05-27 Strasbourg-Paris Saint-Germain,2023-05-27,21:00:00,Matchweek 37,Sat,Away,D,1,1,Strasbourg,66,25828,Kylian Mbappé,3-5-2,3-5-1-1,Jérôme Brisard,/en/matches/b78590c5/Strasbourg-Paris-Saint-Germain-May-27-2023-Ligue-1,
FRA-Ligue 1,2223,Paris Saint-Germain,2023-06-03 Paris Saint-Germain-Clermont Foot,2023-06-03,21:00:00,Matchweek 38,Sat,Home,L,2,3,Clermont Foot,54,47926,Kylian Mbappé,3-4-1-2,3-4-3,Thomas Léonard,/en/matches/1b47e9eb/Paris-Saint-Germain-Clermont-Foot-June-3-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-08-07 Marseille-Reims,2022-08-07,20:45:00,Matchweek 1,Sun,Away,L,1,4,Marseille,44,62738,Yunis Abdelhamid,4-3-3,3-4-3,Jérôme Brisard,/en/matches/534ab8ff/Marseille-Reims-August-7-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-08-14 Reims-Clermont Foot,2022-08-14,15:00:00,Matchweek 2,Sun,Home,L,2,4,Clermont Foot,42,9456,Yunis Abdelhamid,3-4-3,4-2-3-1,Johan Hamel,/en/matches/ed6b4245/Reims-Clermont-Foot-August-14-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-08-21 Strasbourg-Reims,2022-08-21,13:00:00,Matchweek 3,Sun,Away,D,1,1,Strasbourg,37,25175,Yunis Abdelhamid,3-4-1-2,3-5-2,Ruddy Buquet,/en/matches/be90ec61/Strasbourg-Reims-August-21-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-08-28 Reims-Lyon,2022-08-28,17:05:00,Matchweek 4,Sun,Home,D,1,1,Lyon,26,14930,Yunis Abdelhamid,3-4-1-2,4-3-3,Jeremy Stinat,/en/matches/daa723a9/Reims-Lyon-August-28-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-08-31 Angers-Reims,2022-08-31,19:00:00,Matchweek 5,Wed,Away,W,4,2,Angers,41,6500,Yunis Abdelhamid,3-4-1-2,3-1-4-2,Jérémie Pignard,/en/matches/d94a7d75/Angers-Reims-August-31-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-09-04 Reims-Lens,2022-09-04,15:00:00,Matchweek 6,Sun,Home,D,1,1,Lens,36,15761,Yunis Abdelhamid,3-4-1-2,3-4-3,Eric Wattellier,/en/matches/21e5d4df/Reims-Lens-September-4-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-09-11 Toulouse-Reims,2022-09-11,15:00:00,Matchweek 7,Sun,Away,L,0,1,Toulouse,53,21315,Yunis Abdelhamid,3-4-1-2,5-4-1,Stéphanie Frappart,/en/matches/9f57e775/Toulouse-Reims-September-11-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-09-18 Reims-Monaco,2022-09-18,13:00:00,Matchweek 8,Sun,Home,L,0,3,Monaco,32,10000,Yunis Abdelhamid,3-4-1-2,4-4-2,Marc Bollengier,/en/matches/c6dee225/Reims-Monaco-September-18-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-10-02 Troyes-Reims,2022-10-02,15:00:00,Matchweek 9,Sun,Away,D,2,2,Troyes,33,10164,Yunis Abdelhamid,3-4-1-2,5-3-2,Benoît Millot,/en/matches/1cbd26d0/Troyes-Reims-October-2-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-10-08 Reims-Paris Saint-Germain,2022-10-08,21:00:00,Matchweek 10,Sat,Home,D,0,0,Paris Saint-Germain,37,20543,Yunis Abdelhamid,3-5-2,3-4-3,Pierre Gaillouste,/en/matches/71ccb83f/Reims-Paris-Saint-Germain-October-8-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-10-15 Lorient-Reims,2022-10-15,17:00:00,Matchweek 11,Sat,Away,D,0,0,Lorient,52,15776,Yunis Abdelhamid,3-5-2,4-2-3-1,Mathieu Vernice,/en/matches/4fe522a8/Lorient-Reims-October-15-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-10-23 Reims-Auxerre,2022-10-23,15:00:00,Matchweek 12,Sun,Home,W,2,1,Auxerre,54,11411,Yunis Abdelhamid,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/c6b10aeb/Reims-Auxerre-October-23-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-10-30 Brest-Reims,2022-10-30,15:00:00,Matchweek 13,Sun,Away,D,0,0,Brest,49,11008,Yunis Abdelhamid,4-2-3-1,4-2-3-1,Willy Delajod,/en/matches/9547c75b/Brest-Reims-October-30-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-11-06 Reims-Nantes,2022-11-06,15:00:00,Matchweek 14,Sun,Home,W,1,0,Nantes,57,11477,Yunis Abdelhamid,4-2-3-1,4-1-4-1,Ruddy Buquet,/en/matches/b3aecb40/Reims-Nantes-November-6-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-11-13 Montpellier-Reims,2022-11-13,15:00:00,Matchweek 15,Sun,Away,D,1,1,Montpellier,51,11778,Yunis Abdelhamid,4-2-3-1,5-3-2,Florent Batta,/en/matches/7927c5f9/Montpellier-Reims-November-13-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2022-12-29 Reims-Rennes,2022-12-29,19:00:00,Matchweek 16,Thu,Home,W,3,1,Rennes,33,13262,Yunis Abdelhamid,4-2-3-1,4-3-3,Hakim Ben El Hadj Salem,/en/matches/ae3fb1a3/Reims-Rennes-December-29-2022-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-01-02 Lille-Reims,2023-01-02,17:00:00,Matchweek 17,Mon,Away,D,1,1,Lille,38,31086,Yunis Abdelhamid,4-2-3-1,3-4-3,Eric Wattellier,/en/matches/cbf86c77/Lille-Reims-January-2-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-01-11 Ajaccio-Reims,2023-01-11,19:00:00,Matchweek 18,Wed,Away,W,1,0,Ajaccio,53,6648,Yunis Abdelhamid,4-2-3-1,4-4-2,Willy Delajod,/en/matches/656ef1c0/Ajaccio-Reims-January-11-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-01-15 Reims-Nice,2023-01-15,15:00:00,Matchweek 19,Sun,Home,D,0,0,Nice,51,11383,Yunis Abdelhamid,4-2-3-1,4-3-3,François Letexier,/en/matches/c5adac5b/Reims-Nice-January-15-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-01-29 Paris Saint-Germain-Reims,2023-01-29,20:45:00,Matchweek 20,Sun,Away,D,1,1,Paris Saint-Germain,41,46000,Yunis Abdelhamid,4-5-1,4-2-3-1,Ruddy Buquet,/en/matches/ac8ffacd/Paris-Saint-Germain-Reims-January-29-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-02-01 Reims-Lorient,2023-02-01,19:00:00,Matchweek 21,Wed,Home,W,4,2,Lorient,58,10746,Yunis Abdelhamid,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/e7ec4d4b/Reims-Lorient-February-1-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-02-05 Auxerre-Reims,2023-02-05,15:00:00,Matchweek 22,Sun,Away,D,0,0,Auxerre,61,14680,Yunis Abdelhamid,4-2-3-1,4-2-3-1,Pierre Gaillouste,/en/matches/384b2fcb/Auxerre-Reims-February-5-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-02-12 Reims-Troyes,2023-02-12,15:00:00,Matchweek 23,Sun,Home,W,4,0,Troyes,54,8115,Yunis Abdelhamid,4-2-3-1,3-5-2,Jérémie Pignard,/en/matches/b1ac1305/Reims-Troyes-February-12-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-02-18 Nice-Reims,2023-02-18,17:00:00,Matchweek 24,Sat,Away,D,0,0,Nice,47,18102,Yunis Abdelhamid,4-2-3-1,4-3-3,Marc Bollengier,/en/matches/e2d5f3b0/Nice-Reims-February-18-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-02-26 Reims-Toulouse,2023-02-26,15:00:00,Matchweek 25,Sun,Home,W,3,0,Toulouse,48,12139,Yunis Abdelhamid,4-2-3-1,4-3-3,Mathieu Vernice,/en/matches/bf387fea/Reims-Toulouse-February-26-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-03-05 Reims-Ajaccio,2023-03-05,15:00:00,Matchweek 26,Sun,Home,W,1,0,Ajaccio,64,12855,Yunis Abdelhamid,4-2-3-1,4-4-2,Pierre Gaillouste,/en/matches/b317ed7d/Reims-Ajaccio-March-5-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-03-12 Monaco-Reims,2023-03-12,17:05:00,Matchweek 27,Sun,Away,W,1,0,Monaco,51,5383,Yunis Abdelhamid,4-2-3-1,4-4-2,Thomas Léonard,/en/matches/65c9aaa1/Monaco-Reims-March-12-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-03-19 Reims-Marseille,2023-03-19,20:45:00,Matchweek 28,Sun,Home,L,1,2,Marseille,56,20479,Yunis Abdelhamid,4-2-3-1,3-4-3,François Letexier,/en/matches/0161e53d/Reims-Marseille-March-19-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-04-02 Nantes-Reims,2023-04-02,15:00:00,Matchweek 29,Sun,Away,W,3,0,Nantes,52,26285,Yunis Abdelhamid,4-2-3-1,4-1-4-1,Marc Bollengier,/en/matches/766e9598/Nantes-Reims-April-2-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-04-09 Reims-Brest,2023-04-09,15:00:00,Matchweek 30,Sun,Home,D,1,1,Brest,61,12023,Yunis Abdelhamid,4-2-3-1,4-1-4-1,Benoît Millot,/en/matches/4ee67cda/Reims-Brest-April-9-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-04-15 Rennes-Reims,2023-04-15,17:00:00,Matchweek 31,Sat,Away,L,0,3,Rennes,49,27936,Yunis Abdelhamid,4-2-3-1,4-1-4-1,Jeremy Stinat,/en/matches/46c859a1/Rennes-Reims-April-15-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-04-23 Reims-Strasbourg,2023-04-23,13:00:00,Matchweek 32,Sun,Home,L,0,2,Strasbourg,73,13737,Yunis Abdelhamid,4-2-3-1,3-4-3,Clément Turpin,/en/matches/bd272f62/Reims-Strasbourg-April-23-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-04-30 Clermont Foot-Reims,2023-04-30,15:00:00,Matchweek 33,Sun,Away,L,0,1,Clermont Foot,67,11446,Yunis Abdelhamid,4-2-3-1,3-4-3,Stéphanie Frappart,/en/matches/4cdd261a/Clermont-Foot-Reims-April-30-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-05-06 Reims-Lille,2023-05-06,19:00:00,Matchweek 34,Sat,Home,W,1,0,Lille,36,17911,Yunis Abdelhamid,4-3-1-2,4-2-3-1,Thomas Léonard,/en/matches/f281e140/Reims-Lille-May-6-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-05-12 Lens-Reims,2023-05-12,21:00:00,Matchweek 35,Fri,Away,L,1,2,Lens,60,37701,Yunis Abdelhamid,4-4-2◆,3-4-3,Jérémie Pignard,/en/matches/7e1c8564/Lens-Reims-May-12-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-05-21 Reims-Angers,2023-05-21,15:00:00,Matchweek 36,Sun,Home,D,2,2,Angers,57,11242,Yunis Abdelhamid,4-2-3-1,5-3-2,Florent Batta,/en/matches/908507af/Reims-Angers-May-21-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-05-27 Lyon-Reims,2023-05-27,21:00:00,Matchweek 37,Sat,Away,L,0,3,Lyon,45,56874,Marshall Munetsi,3-5-2,4-2-3-1,Jeremy Stinat,/en/matches/27815d03/Lyon-Reims-May-27-2023-Ligue-1,
FRA-Ligue 1,2223,Reims,2023-06-03 Reims-Montpellier,2023-06-03,21:00:00,Matchweek 38,Sat,Home,L,1,3,Montpellier,48,15036,Yunis Abdelhamid,4-2-3-1,4-2-3-1,Pierre Gaillouste,/en/matches/3dc2cde4/Reims-Montpellier-June-3-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-08-07 Rennes-Lorient,2022-08-07,17:05:00,Matchweek 1,Sun,Home,L,0,1,Lorient,64,28177,Hamari Traoré,4-3-3,4-3-3,Bastien Dechepy,/en/matches/8ff3f9dd/Rennes-Lorient-August-7-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-08-13 Monaco-Rennes,2022-08-13,17:00:00,Matchweek 2,Sat,Away,D,1,1,Monaco,66,8000,Hamari Traoré,4-3-3,4-4-2,Jérémie Pignard,/en/matches/86562a7e/Monaco-Rennes-August-13-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-08-21 Rennes-Ajaccio,2022-08-21,17:05:00,Matchweek 3,Sun,Home,W,2,1,Ajaccio,55,27592,Hamari Traoré,4-4-2,4-4-2,Hakim Ben El Hadj Salem,/en/matches/9befca9a/Rennes-Ajaccio-August-21-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-08-27 Lens-Rennes,2022-08-27,21:00:00,Matchweek 4,Sat,Away,L,1,2,Lens,50,37848,Hamari Traoré,4-3-3,3-4-3,Jérôme Brisard,/en/matches/a46ef768/Lens-Rennes-August-27-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-08-31 Rennes-Brest,2022-08-31,21:00:00,Matchweek 5,Wed,Home,W,3,1,Brest,65,27392,Benjamin Bourigeaud,4-3-3,4-2-3-1,Benoît Millot,/en/matches/b9bd2221/Rennes-Brest-August-31-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-09-04 Troyes-Rennes,2022-09-04,17:05:00,Matchweek 6,Sun,Away,D,1,1,Troyes,71,8000,Hamari Traoré,4-3-3,5-4-1,Mathieu Vernice,/en/matches/e174ad85/Troyes-Rennes-September-4-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-09-11 Rennes-Auxerre,2022-09-11,17:05:00,Matchweek 7,Sun,Home,W,5,0,Auxerre,48,27837,Hamari Traoré,4-4-2,4-1-4-1,Thomas Léonard,/en/matches/16d3a368/Rennes-Auxerre-September-11-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-09-18 Marseille-Rennes,2022-09-18,15:00:00,Matchweek 8,Sun,Away,D,1,1,Marseille,41,62753,Hamari Traoré,4-2-3-1,3-4-3,Benoît Bastien,/en/matches/abf90423/Marseille-Rennes-September-18-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-10-01 Strasbourg-Rennes,2022-10-01,17:00:00,Matchweek 9,Sat,Away,W,3,1,Strasbourg,61,25226,Hamari Traoré,4-4-2,3-5-2,Eric Wattellier,/en/matches/304c5e6e/Strasbourg-Rennes-October-1-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-10-09 Rennes-Nantes,2022-10-09,17:05:00,Matchweek 10,Sun,Home,W,3,0,Nantes,58,27844,Hamari Traoré,4-4-2,4-2-3-1,Florent Batta,/en/matches/c2be4bef/Rennes-Nantes-October-9-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-10-16 Rennes-Lyon,2022-10-16,15:00:00,Matchweek 11,Sun,Home,W,3,2,Lyon,40,28152,Benjamin Bourigeaud,4-4-2,3-4-1-2,Stéphanie Frappart,/en/matches/62b68f87/Rennes-Lyon-October-16-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-10-23 Angers-Rennes,2022-10-23,13:00:00,Matchweek 12,Sun,Away,W,2,1,Angers,70,11500,Hamari Traoré,4-4-2,5-3-2,Pierre Gaillouste,/en/matches/c9d3fd4b/Angers-Rennes-October-23-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-10-30 Rennes-Montpellier,2022-10-30,15:00:00,Matchweek 13,Sun,Home,W,3,0,Montpellier,56,26617,Hamari Traoré,4-4-2,5-3-2,Bastien Dechepy,/en/matches/5a0894db/Rennes-Montpellier-October-30-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-11-06 Lille-Rennes,2022-11-06,17:05:00,Matchweek 14,Sun,Away,D,1,1,Lille,38,35539,Hamari Traoré,4-3-3,4-2-3-1,Johan Hamel,/en/matches/004b284e/Lille-Rennes-November-6-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-11-12 Rennes-Toulouse,2022-11-12,21:00:00,Matchweek 15,Sat,Home,W,2,1,Toulouse,46,26835,Hamari Traoré,4-4-2,4-3-3,Willy Delajod,/en/matches/f352bc06/Rennes-Toulouse-November-12-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2022-12-29 Reims-Rennes,2022-12-29,19:00:00,Matchweek 16,Thu,Away,L,1,3,Reims,67,13262,Hamari Traoré,4-3-3,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/ae3fb1a3/Reims-Rennes-December-29-2022-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-01-02 Rennes-Nice,2023-01-02,21:00:00,Matchweek 17,Mon,Home,W,2,1,Nice,62,27427,Hamari Traoré,4-4-2,3-4-3,Thomas Léonard,/en/matches/4d3e283f/Rennes-Nice-January-2-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-01-11 Clermont Foot-Rennes,2023-01-11,19:00:00,Matchweek 18,Wed,Away,L,1,2,Clermont Foot,62,10648,Hamari Traoré,4-4-2,3-4-3,Clément Turpin,/en/matches/560bb258/Clermont-Foot-Rennes-January-11-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-01-15 Rennes-Paris Saint-Germain,2023-01-15,20:45:00,Matchweek 19,Sun,Home,W,1,0,Paris Saint-Germain,35,27566,Hamari Traoré,3-4-3,3-4-3,Benoît Bastien,/en/matches/a1cfed8d/Rennes-Paris-Saint-Germain-January-15-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-01-27 Lorient-Rennes,2023-01-27,21:00:00,Matchweek 20,Fri,Away,L,1,2,Lorient,67,16782,Hamari Traoré,5-4-1,4-2-3-1,Benoît Millot,/en/matches/b1b646a8/Lorient-Rennes-January-27-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-02-01 Rennes-Strasbourg,2023-02-01,21:00:00,Matchweek 21,Wed,Home,W,3,0,Strasbourg,59,26176,Benjamin Bourigeaud,4-3-3,5-4-1,Marc Bollengier,/en/matches/cdc46e1d/Rennes-Strasbourg-February-1-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-02-04 Rennes-Lille,2023-02-04,21:00:00,Matchweek 22,Sat,Home,L,1,3,Lille,39,28082,Benjamin Bourigeaud,4-4-2,4-2-3-1,Florent Batta,/en/matches/b405d94b/Rennes-Lille-February-4-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-02-12 Toulouse-Rennes,2023-02-12,13:00:00,Matchweek 23,Sun,Away,L,1,3,Toulouse,69,21783,Benjamin Bourigeaud,4-4-2,4-3-3,Jeremy Stinat,/en/matches/65d07eec/Toulouse-Rennes-February-12-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-02-19 Rennes-Clermont Foot,2023-02-19,15:00:00,Matchweek 24,Sun,Home,W,2,0,Clermont Foot,60,27798,Benjamin Bourigeaud,4-2-3-1,3-4-3,Bastien Dechepy,/en/matches/e1b735e0/Rennes-Clermont-Foot-February-19-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-02-26 Nantes-Rennes,2023-02-26,15:00:00,Matchweek 25,Sun,Away,W,1,0,Nantes,45,34467,Benjamin Bourigeaud,4-3-3,4-3-3,Jérémie Pignard,/en/matches/faf5f698/Nantes-Rennes-February-26-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-03-05 Rennes-Marseille,2023-03-05,20:45:00,Matchweek 26,Sun,Home,L,0,1,Marseille,55,28515,Benjamin Bourigeaud,4-4-2,3-4-3,Eric Wattellier,/en/matches/723f16d0/Rennes-Marseille-March-5-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-03-11 Auxerre-Rennes,2023-03-11,17:00:00,Matchweek 27,Sat,Away,D,0,0,Auxerre,68,15695,Benjamin Bourigeaud,4-4-2,3-4-3,Mathieu Vernice,/en/matches/edf3e1c0/Auxerre-Rennes-March-11-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-03-19 Paris Saint-Germain-Rennes,2023-03-19,17:05:00,Matchweek 28,Sun,Away,W,2,0,Paris Saint-Germain,40,47000,Benjamin Bourigeaud,5-4-1,3-5-2,Willy Delajod,/en/matches/9acfad51/Paris-Saint-Germain-Rennes-March-19-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-04-01 Rennes-Lens,2023-04-01,21:00:00,Matchweek 29,Sat,Home,L,0,1,Lens,56,28556,Hamari Traoré,5-4-1,3-4-3,Clément Turpin,/en/matches/1130a1b6/Rennes-Lens-April-1-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-04-09 Lyon-Rennes,2023-04-09,13:00:00,Matchweek 30,Sun,Away,L,1,3,Lyon,41,45000,Hamari Traoré,4-2-3-1,4-1-4-1,Benoît Bastien,/en/matches/f258dab1/Lyon-Rennes-April-9-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-04-15 Rennes-Reims,2023-04-15,17:00:00,Matchweek 31,Sat,Home,W,3,0,Reims,51,27936,Hamari Traoré,4-1-4-1,4-2-3-1,Jeremy Stinat,/en/matches/46c859a1/Rennes-Reims-April-15-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-04-23 Montpellier-Rennes,2023-04-23,17:05:00,Matchweek 32,Sun,Away,L,0,1,Montpellier,70,15537,Hamari Traoré,4-1-4-1,4-2-3-1,Ruddy Buquet,/en/matches/f605cc42/Montpellier-Rennes-April-23-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-04-30 Rennes-Angers,2023-04-30,15:00:00,Matchweek 33,Sun,Home,W,4,2,Angers,64,28028,Hamari Traoré,4-1-4-1,5-3-2,Florent Batta,/en/matches/8a1bae48/Rennes-Angers-April-30-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-05-06 Nice-Rennes,2023-05-06,17:00:00,Matchweek 34,Sat,Away,L,1,2,Nice,54,22601,Hamari Traoré,4-1-4-1,4-3-3,Willy Delajod,/en/matches/7892fd01/Nice-Rennes-May-6-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-05-14 Rennes-Troyes,2023-05-14,15:00:00,Matchweek 35,Sun,Home,W,4,0,Troyes,67,27836,Hamari Traoré,4-1-4-1,3-4-3,Stéphanie Frappart,/en/matches/ed2523e7/Rennes-Troyes-May-14-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-05-21 Ajaccio-Rennes,2023-05-21,13:00:00,Matchweek 36,Sun,Away,W,5,0,Ajaccio,59,6637,Hamari Traoré,4-1-4-1,4-4-2,Eric Wattellier,/en/matches/3f140dc2/Ajaccio-Rennes-May-21-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-05-27 Rennes-Monaco,2023-05-27,21:00:00,Matchweek 37,Sat,Home,W,2,0,Monaco,57,28344,Hamari Traoré,4-1-4-1,4-4-1-1,Clément Turpin,/en/matches/25f4ccfb/Rennes-Monaco-May-27-2023-Ligue-1,
FRA-Ligue 1,2223,Rennes,2023-06-03 Brest-Rennes,2023-06-03,21:00:00,Matchweek 38,Sat,Away,W,2,1,Brest,47,15143,Hamari Traoré,4-3-3,4-3-3,Jérôme Brisard,/en/matches/e9d9bb82/Brest-Rennes-June-3-2023-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-08-06 Strasbourg-Monaco,2022-08-06,17:00:00,Matchweek 1,Sat,Home,L,1,2,Monaco,53,25359,Dimitri Liénard,3-4-1-2,4-2-3-1,François Letexier,/en/matches/b9e7f94c/Strasbourg-Monaco-August-6-2022-Ligue-1,
FRA-Ligue 1,2223,Strasbourg,2022-08-14 Nice-Strasbourg,2022-08-14,17:05:00,Matchweek 2,Sun,Away,D,1,1,Nice,46,24707,Dimitri Liénard,3-5-2,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/d1bb8afd/Nice-Strasbourg-August-14-2022-Ligue-1,
